"id","conference","title","work_type","url","parent_session"
"7064","22","Fun with Unix Tools","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/fitzpatrick.html",""
"7065","22","Defining Paragraphs - the basic unit of prose?","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/goodall.html",""
"7066","24","Real Tools for Building Virtual Communities","2","http://web.archive.org/web/19980716093254/http://lingua.arts.klte.hu/allcach98/abst/demo3.htm",""
"7067","22","We Built it. Can They?: Text Encoding and the Humanities Scholar","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/greenberg.html",""
"7068","22","Renovating a worldclass tagset: from WOTAN to WOTAN-2","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/vanhalteren.html",""
"7069","22","Wittgenstein's Nachlass, The Bergen Electronic Edition","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/huitfeldt-poster.html",""
"7070","22","Assessing Faculty-Student Collaboration on Humanities Computing Projects","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/lewis.html",""
"7071","24","A mixture model for a uni-modal word frequency distribution","1","http://web.archive.org/web/19980716092246/http://lingua.arts.klte.hu/allcach98/abst/abs1.htm","7980"
"7072","24","An Introduction to TOPOSATOR Literary Software Analysis","1","http://web.archive.org/web/19980716092256/http://lingua.arts.klte.hu/allcach98/abst/abs2.htm","7981"
"7073","24","Developing a Dynamic and Complex Chronology within a History of Women's Writing in the British Isles","1","http://web.archive.org/web/19991001201512/http://lingua.arts.klte.hu/allcach98/abst/abs4.htm","7974"
"7074","24","Corpus-Supported Modelling of Syntactic Information on Nouns in the Danish PAROLE Lexicon","1","http://web.archive.org/web/19980716092317/http://lingua.arts.klte.hu/allcach98/abst/abs3.htm","7990"
"7075","24","From Imagination to Reality: Using Immersion Technology in a Literary Setting","1","http://web.archive.org/web/19991002085303/http://lingua.arts.klte.hu/allcach98/abst/abs5.htm","7987"
"7076","24","What can you do with a TEI Writing System Declaration?","1","http://web.archive.org/web/19991002200011/http://lingua.arts.klte.hu/allcach98/abst/abs6.htm","7972"
"7077","24","The Wilfred Owen Multimedia Digital Archive","1","http://web.archive.org/web/19980716092646/http://lingua.arts.klte.hu/allcach98/abst/abs28.htm#pap3","7041"
"7078","24","Web Tutorials: The JTAP Seminars to Teach Literature","1","","7041"
"7079","24","User Responses to Online Teaching of Literature","1","http://web.archive.org/web/19980716092646/http://lingua.arts.klte.hu/allcach98/abst/abs28.htm#pap3","7041"
"7080","22","Keeping Our Word: Preserving Information Across the Ages","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/lord.html",""
"7081","22","The Spoken Dutch Corpus Project","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/oostdijk.html",""
"7082","24","Digitization of Japanese Academic Journals and its Services","1","http://web.archive.org/web/19990225151552/http://lingua.arts.klte.hu/allcach98/abst/abs53.htm","7042"
"7083","24","Digital Image and Text Archives for Japanese Classical Literature","1","","7042"
"7084","24","An Information Retrieval System on Internet for Japanese and Chinese Full-Text Database","1","http://web.archive.org/web/19990225151552/http://lingua.arts.klte.hu/allcach98/abst/abs53.htm","7042"
"7085","24","Virtual Comm (b)","23","",""
"7086","24","Language Learning in a MOO: Creating a Transoceanic Bilingual Virtual Community","1","http://web.archive.org/web/19990427171948/http://lingua.arts.klte.hu/allcach98/abst/abs9.htm","7085"
"7087","24","Virtual Linguistic Societies - a Reconstruction of a Historical Scenario","1","http://web.archive.org/web/19980716092607/http://lingua.arts.klte.hu/allcach98/abst/abs24.htm","7085"
"7088","22","Come into My World: Styles of Stance in Detective and Romantic Fiction","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/opas.html",""
"7089","22","Community and Creativity Online: Student-Constructed Webfolios and Webtexts as Learning Spaces in Undergraduate Humanities Classes","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/reiss.html",""
"7090","22","Electronic Theses and Dissertations at the University of Virginia","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/sharretts.html",""
"7091","22","Humanities Textual Databases Online: The Cases of TACT and FoxPro in the Digital Library","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/waters.html",""
"7092","22","Russian 20th Century Literature Digital Library for Language Teaching","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/yablonsky.html",""
"7093","22","LEXSTATS: A program for the statistical analysis of word frequency distributions","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/baayen-poster.html",""
"7094","22","The History Courseware CD-Rom: Core Resources for Historians","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/cameron.html",""
"7095","22","The Women Writers Project: Using Dynaweb 4.1 for Online Textbase Delivery","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/mah-demo.html",""
"7096","22","Eduprise Solutions for Online Learning","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/hale.html",""
"7097","22","From the Manuscript to the (Electronic) Edition: Strategies and Tools for Textual Scholarship","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/ott.html",""
"7098","22","English Poetry 1579-1830: The Spenserian Tradition in Hypertext","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/radcliffe.html",""
"7099","22","Selecting Resources for a Subject Gateway: Who Decides?","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/fraser.html","6640"
"7100","22","Accept/Reject? Quality decisions facing the Oxford Text Archive","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/fraser.html","6640"
"7101","22","Fit for Purpose: Issues Surrounding the Use of Digital Resources in Research and Teaching","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/fraser.html","6640"
"7102","22","Skills 2001: an IT Odyssey","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/porter.html","6665"
"7103","22","The Humanities Computing Development Team","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/porter.html","6665"
"7104","22","The Hillforts of the Ridgeway Project","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/porter.html","6665"
"7105","22","Reading List Digitisation Project For Theology","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/porter.html","6665"
"7106","22","Using architectural processing to derive small, problem-specific XML DTDs from the TEI DTD","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/simons.html","6655"
"7107","22","An architectural approach to TEI conformance","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/simons.html","6655"
"7108","22","The TEI DTD should be replaced by a set of Architectural Forms","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/simons.html","6655"
"7109","25","Pattern concordances - TATOE calls XGrammar","1","https://web.archive.org/web/20030119052258/http://www.cs.queensu.ca/achallc97/papers/p028.html",""
"7110","25","New developments from STELLA: Software for Teaching English","2","https://web.archive.org/web/20020713220053/http://www.cs.queensu.ca/achallc97/papers/a004.html",""
"7111","25","Labour Issues in Humanities Computing","23","https://web.archive.org/web/20020713220031/http://www.cs.queensu.ca/achallc97/papers/s001.html",""
"7112","25","Cocteau multimédia","2","https://web.archive.org/web/20030313064840/http://www.cs.queensu.ca/achallc97/papers/a008.html",""
"7113","25","The International Corpus of English (ICE)-Canada","2","https://web.archive.org/web/20020709100341/http://www.cs.queensu.ca/achallc97/papers/a003.html",""
"7114","27","Surfing the Net: What New Technologies Mean for Education","8","",""
"7115","27","Constructing the Humanities Community for the Digital Age","8","",""
"7116","27","Mining COMLEX for Syntactic Data: An On-line Dictionary as a Resource for Research in Syntax for Linguists at Large","1","",""
"7117","27","Constructing A Knowledge Base for Describing the General Semantics of Verbs","1","",""
"7118","27","The Corpus and the Citation Archive--Peaceful Coexistence Between the Best and the Good?","1","",""
"7119","27","Mapping the ""Other Harmony"" of Prose: A Computer Analysis of John Dryden's Prose Style","1","",""
"7120","27","Neural Network Applications in Stylometry: The Federalist Papers","1","",""
"7121","27","Language and Style in Golding's _The Inheritors_: An Eclectic, Computer-Assisted Approach","1","",""
"7122","27","The Information Superhighway and the Humanities: Will Our Needs Be Met?","3","",""
"7123","27","Behind the Scenes: Building a Tool for Verb Classification in French","1","",""
"7124","27","From Linguistic Resources to Applications With the ZStation: A New Approach to Linguistic Engineering in Research and Teaching","1","",""
"7125","27","The Linguistic Postprocessor of SCRIPT: A System for the Recognition of Handwritten Input Using Linguistic and Statistical Filter Mechanisms as well as a Crossword Lexicon","1","",""
"7126","27","Collaboration Between Humanities Scholars and Computer Professionals","3","",""
"7127","27","You Can't Always Get What You Want: Deep Encoding of Manuscripts and the Limits of Retrieval","1","",""
"7128","27","Using the TEI to Encode Textual Variations: Some Practical Considerations","1","",""
"7129","27","Implementing the TEI's Feature-Structure Markup by Direct Mapping to the Objects and Attributes of an Object-Oriented Database System","1","",""
"7130","5","Beyond the Keyword: Three Studies in Modern French Literature","23","http://web.archive.org/web/20040903094242/http://www.hum.gu.se/allcach2004/AP/html/prop60.html",""
"7131","5","Making Space: Women's Writing in France, 1750-1900","1","http://web.archive.org/web/20040903094242/http://www.hum.gu.se/allcach2004/AP/html/prop60.html","7130"
"7133","5","Text Document Prospect","1","http://web.archive.org/web/20040813084849/http://www.hum.gu.se/allcach2004/AP/html/prop136.html",""
"7134","5","TAPoR: Tools, Architectures, and Techniques I","1","http://web.archive.org/web/20040813084849/http://www.hum.gu.se/allcach2004/AP/html/prop136.html","387"
"7135","5","TAPoR: Tools, Architectures and Techniques II","1","http://web.archive.org/web/20040813084849/http://www.hum.gu.se/allcach2004/AP/html/prop136.html","387"
"7136","5","TAPoR: Tools, Architectures, and Techniques: Text Document Prospect","1","http://web.archive.org/web/20040813084849/http://www.hum.gu.se/allcach2004/AP/html/prop136.html","387"
